0,3,0.1,9961,0,10.61173701286316,True,False
1,3,0.1,6878,0,22.19967293739319,True,False
2,3,0.1,9949,0,22.227041006088257,True,False
3,3,0.1,9943,0,29.436296939849854,True,False
4,3,0.1,9985,0,39.339115142822266,True,False
5,3,0.1,9992,0,41.05074501037598,True,False
6,3,0.1,9933,0,27.68336296081543,True,False
7,3,0.1,8637,0,23.936182022094727,True,False
8,3,0.1,9985,0,16.114471912384033,True,False
9,3,0.1,9975,0,28.427946090698242,True,False
0,3,0.01,10000,0,40.382493019104004,True,False
1,3,0.01,10000,0,97.72336077690125,True,False
2,3,0.01,9999,0,63.15955901145935,True,False
3,3,0.01,9998,0,48.79544496536255,True,False
4,3,0.01,10000,0,67.16908693313599,True,False
5,3,0.01,9998,0,54.13898205757141,True,False
6,3,0.01,9999,0,35.326170921325684,True,False
7,3,0.01,10000,0,48.19670820236206,True,False
8,3,0.01,10000,0,45.94714093208313,True,False
9,3,0.01,10000,0,57.24443602561951,True,False
0,3,0.001,10000,0,77.26429009437561,True,False
1,3,0.001,10000,0,64.35089778900146,True,False
2,3,0.001,10000,0,59.65015006065369,True,False
3,3,0.001,10000,0,50.03233790397644,True,False
4,3,0.001,10000,0,115.14641904830933,True,False
5,3,0.001,10000,0,68.5204610824585,True,False
6,3,0.001,10000,0,51.058048725128174,True,False
7,3,0.001,10000,0,44.68306112289429,True,False
8,3,0.001,10000,0,53.78003478050232,True,False
9,3,0.001,10000,0,60.900622844696045,True,False
0,3,0.0001,10000,0,80.21829199790955,True,False
1,3,0.0001,10000,0,69.58736515045166,True,False
2,3,0.0001,10000,0,76.82700181007385,True,False
3,3,0.0001,10000,0,91.25787496566772,True,False
4,3,0.0001,10000,0,92.76280498504639,True,False
5,3,0.0001,10000,0,98.82790017127991,True,False
6,3,0.0001,10000,0,60.92735481262207,True,False
7,3,0.0001,10000,0,70.82328391075134,True,False
8,3,0.0001,10000,0,85.49074506759644,True,False
9,3,0.0001,10000,0,101.85766887664795,True,False
0,2,0.1,6905,0,8.84150505065918,True,False
1,2,0.1,9762,0,18.51656985282898,True,False
2,2,0.1,9657,0,10.029162883758545,True,False
3,2,0.1,6798,0,8.904202938079834,True,False
4,2,0.1,3970,0,1.986332893371582,True,False
5,2,0.1,9948,0,10.716092109680176,True,False
6,2,0.1,5302,0,9.550993919372559,True,False
7,2,0.1,9933,0,14.757063865661621,True,False
8,2,0.1,6001,0,11.425220012664795,True,False
9,2,0.1,9826,0,11.184465885162354,True,False
0,2,0.01,10000,0,28.717916011810303,True,False
1,2,0.01,10000,0,39.140869140625,True,False
2,2,0.01,9999,0,54.2687771320343,True,False
3,2,0.01,10000,0,35.1955361366272,True,False
4,2,0.01,10000,0,32.02322483062744,True,False
5,2,0.01,10000,0,86.9450089931488,True,False
6,2,0.01,10000,0,60.614806175231934,True,False
7,2,0.01,10000,0,46.38426375389099,True,False
8,2,0.01,9932,0,32.00503993034363,True,False
9,2,0.01,10000,0,30.03495192527771,True,False
0,2,0.001,10000,0,80.56779599189758,True,False
1,2,0.001,10000,0,37.694024085998535,True,False
2,2,0.001,10000,0,43.83148694038391,True,False
3,2,0.001,10000,0,73.08330011367798,True,False
4,2,0.001,10000,0,99.84726881980896,True,False
5,2,0.001,10000,0,68.28494596481323,True,False
6,2,0.001,10000,0,69.09217810630798,True,False
7,2,0.001,10000,0,91.7863712310791,True,False
8,2,0.001,10000,0,39.67927885055542,True,False
9,2,0.001,10000,0,56.7060432434082,True,False
0,2,0.0001,10000,0,86.02224373817444,True,False
1,2,0.0001,10000,0,136.1377091407776,True,False
2,2,0.0001,10000,0,104.97260594367981,True,False
3,2,0.0001,10000,0,75.90993189811707,True,False
4,2,0.0001,10000,0,64.81252217292786,True,False
5,2,0.0001,10000,0,95.99412107467651,True,False
6,2,0.0001,10000,0,70.30024909973145,True,False
7,2,0.0001,10000,0,82.00729703903198,True,False
8,2,0.0001,10000,0,54.53026604652405,True,False
